Year,"Consumer Price Index, All items",Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
Jan-95,89.48,96.16,83.85,83.28,75.63,87.05,79.06,87.28,99.81,84.3,90.16,87.66,88.24
Feb-95,92.54,99.87,85.76,85.22,77,90.28,82.12,89.93,99.85,90.19,91.53,92.18,90.34
Mar-95,95.34,99.18,87.1,88.31,96.97,93.76,86.12,91.61,99.86,94.06,93.73,93.9,93.99
Apr-95,96.05,98.32,90.25,91.6,97.31,95.96,91.01,93.54,99.94,93.9,94.41,96.67,95.09
May-95,97.27,98.37,91.25,95.56,97.9,97.97,97.6,95.7,99.94,95.95,97.29,97.38,97.51
Jun-95,97.73,96.3,94.13,99,98.9,98.62,100.86,101.22,99.92,97.9,100.8,98.07,99.72
Jul-95,98.75,95.49,106.26,100.02,100.2,100.37,103.63,104.07,99.99,99.91,101.61,98.74,100.99
Aug-95,99.4,95.11,108.99,102.13,100.92,101.95,107.6,104.87,99.99,101.91,102.05,98.72,102.67
Sep-95,104.13,100.14,110.95,106.96,112.28,105.15,109.28,106.3,100.1,106.66,103.82,101.88,105.92
Oct-95,106.87,103.14,111.51,112.05,113.43,107.38,111.82,107.26,100.14,109.32,104.68,109.78,106.81
Nov-95,109.69,106.89,114.38,115.98,114.04,108.97,114.77,108.55,100.22,111.64,106.04,111.67,108.74
Dec-95,112.75,111.02,115.58,119.89,115.43,112.53,116.13,109.66,100.25,114.26,113.88,113.36,109.97
Jan-96,117.34,116.11,116.8,121.17,118.79,113.57,166.08,111.61,100.26,115.62,118.95,117.25,110.37
Feb-96,118.2,117.47,117.01,121.99,119.62,114.68,119.37,114.73,155.79,120.42,122.21,119.68,111.83
Mar-96,120.3,118.83,118.62,123.87,121.02,117.38,123.37,120.39,155.9,122.84,123.64,123.02,114.29
Apr-96,123.98,121.14,123.38,126.58,133.14,120.09,127.29,126.85,155.94,121.64,125.1,125.28,116.45
May-96,138.52,132.81,142.72,139.42,151.65,140.45,133.85,151.17,156.49,146.59,132.53,135.29,128.23
Jun-96,164.4,160.08,180.95,151.86,161.12,169.6,144.1,209.64,157.47,170.85,140.18,152.27,151.65
Jul-96,202.13,191.1,233.3,166.86,266.3,205.1,172.66,247.04,222.87,200.26,146,171.63,176.15
Aug-96,237.69,236.36,243.82,185.81,320.43,230.25,205.13,282.5,223.98,219.87,151.93,185.56,197.1
Sep-96,281.58,288.18,256,233.88,366.15,267.25,230.11,326.36,225.49,259.07,173.75,219.34,225.82
Oct-96,328.97,347.69,288.28,274.65,419.62,294.66,250.78,378.63,225.96,272.59,189.95,258.1,248.04
Nov-96,362.13,372.82,311.76,318.13,467.35,338.63,275.89,434.63,227.43,305.9,198.34,284.64,281.19
Dec-96,464.05,469.64,404.09,435.39,544.82,495.4,311.47,584.18,230.54,414.46,276.3,343.24,398.7
Jan-97,691.13,727.99,582.88,658.28,765.91,748.79,415.01,792.61,320.67,631.26,321.03,472.79,591.15
Feb-97,"2,366.10","2,729.76","2,479.39","2,581.07","1,423.93","2,911.04","1,628.34","2,147.05",352.97,"1,653.82",498.51,"1,414.72","2,299.18"
Mar-97,"2,549.74","2,716.99","2,598.54","2,340.25","2,640.25","2,473.40","1,893.16","2,964.01","2,164.98","1,520.57",695.75,"1,827.06","2,197.70"
Apr-97,"2,539.66","2,624.62","2,342.83","2,199.79","3,279.68","2,330.68","2,205.74","2,826.63","2,156.84","1,568.25",890.71,"1,895.73","2,057.13"
May-97,"2,587.10","2,675.70","2,345.68","2,189.77","3,379.88","2,257.96","2,387.05","2,874.02","2,156.13","1,702.87","1,097.37","1,994.07","2,011.89"
Jun-97,"2,624.19","2,668.61","2,476.53","2,244.47","3,485.42","2,307.04","2,489.11","2,929.51","2,156.18","1,747.27","1,208.81","2,140.17","2,031.07"
Jul-97,"2,689.30","2,744.57","2,498.37","2,305.84","3,546.31","2,376.56","2,577.92","2,969.17","2,158.28","1,901.06","1,252.05","2,194.65","2,023.57"
Aug-97,"2,837.35","2,938.00","2,519.30","2,577.41","3,627.56","2,451.93","2,701.36","3,022.62","2,159.06","1,951.03","1,329.97","2,303.44","2,077.27"
Sep-97,"2,946.29","3,032.98","2,557.80","2,600.99","3,758.28","2,468.49","2,772.84","3,238.65","2,159.25","2,165.19","2,649.50","2,539.09","2,100.36"
Oct-97,"2,969.49","3,034.22","2,554.91","2,663.89","3,785.03","2,464.68","2,918.56","3,288.10","2,159.20","2,190.85","2,753.06","2,683.07","2,055.96"
Nov-97,"2,998.59","3,049.20","2,561.55","2,711.27","3,810.47","2,465.90","2,998.36","3,300.24","2,160.29","2,344.85","2,836.61","2,776.43","2,113.14"
Dec-97,"3,005.58","3,044.14","2,520.75","2,743.98","3,819.17","2,486.67","3,011.75","3,313.26","2,160.45","2,391.30","2,931.77","2,854.83","2,101.09"
Jan-98,"3,069.10","3,157.23","2,517.66","2,653.23","3,847.06","2,526.94","3,033.08","3,346.66","2,161.05","2,456.18","3,278.41","2,930.41","2,117.52"
Feb-98,"3,107.86","3,197.37","2,525.65","2,624.00","3,924.20","2,552.76","3,070.80","3,402.77","2,161.34","2,508.94","3,485.99","3,030.42","2,141.06"
Mar-98,"3,112.60","3,194.82","2,533.28","2,643.61","3,962.32","2,568.59","3,088.86","3,243.04","2,161.40","2,547.22","3,529.74","3,065.04","2,289.37"
Apr-98,"3,126.16","3,195.38","2,554.42","2,678.50","3,972.31","2,571.44","3,110.97","3,306.84","2,161.24","2,507.21","3,568.98","3,129.62","2,355.09"
May-98,"3,074.06","3,074.16","2,595.40","2,699.75","3,986.21","2,560.50","3,084.84","3,368.01","2,162.14","2,543.18","3,620.16","3,141.38","2,362.93"
Jun-98,"2,965.69","2,862.20","2,617.19","2,666.36","4,022.32","2,557.94","3,026.82","3,384.30","2,163.00","2,511.35","3,634.61","3,125.15","2,360.91"
Jul-98,"2,944.29","2,792.87","2,639.01","2,632.30","4,093.77","2,557.44","3,064.32","3,415.55","2,327.89","2,565.19","3,628.70","3,135.94","2,362.66"
Aug-98,"2,953.43","2,761.89","2,682.93","2,650.70","4,253.32","2,565.72","3,115.00","3,430.72","2,329.00","2,628.03","3,627.27","3,133.62","2,357.24"
Sep-98,"3,048.57","2,846.98","2,711.14","2,740.89","4,591.84","2,545.96","3,133.82","3,431.99","2,328.13","2,705.51","3,996.73","3,185.04","2,368.12"
